板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,未盈利,具有表决权差异安排,具有协议控制架构
主板,宏润建设集团股份有限公司,"HONGRUN CONSTRUCTION GROUP CO.,LTD.",浙江省象山县丹城镇建设东路262号,002062,宏润建设,2006-08-16,1102500000,989930037,,,,0,0,华东,浙江,宁波市,E 建筑业,www.chinahongrun.com,-,-,-
主板,远光软件股份有限公司,YGSOFT INC.,广东省珠海市港湾大道科技一路3号,002063,远光软件,2006-08-23,1905096000,1754577144,,,,0,0,华南,广东,珠海市,I 信息技术,www.ygsoft.com,-,-,-
主板,华峰化学股份有限公司,"Huafon Chemical Co., Ltd.",浙江省温州市瑞安市瑞安经济开发区开发区大道1788号,002064,华峰化学,2006-08-23,4962543897,4951990572,,,,0,0,华东,浙江,温州市,C 制造业,www.spandex.com.cn,-,-,-
主板,东华软件股份公司,"DHC SOFTWARE CO.,LTD",北京市海淀区紫金数码园3号楼15层1501,002065,东华软件,2006-08-23,3205482375,2903185233,,,,0,0,华北,北京,北京市,I 信息技术,www.dhcc.com.cn,-,-,-
主板,瑞泰科技股份有限公司,"Ruitai Materials Technology Co., Ltd.",北京市朝阳区五里桥一街1号院27号楼,002066,瑞泰科技,2006-08-23,231000000,231000000,,,,0,0,华北,北京,北京市,C 制造业,www.bjruitai.com,-,-,-
主板,浙江景兴纸业股份有限公司,"Zhejiang Jingxing Paper Joint Stock Co.,Ltd.",浙江省平湖市曹桥街道,002067,景兴纸业,2006-09-15,1193965446,1056463671,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.zjjxjt.com,-,-,-
主板,江西黑猫炭黑股份有限公司,"JIANGXI BLACK CAT CARBON BLACK CO., LTD.",江西省景德镇市昌江区历尧,002068,黑猫股份,2006-09-15,741412396,733541096,,,,0,0,华东,江西,景德镇市,C 制造业,www.jx-blackcat.com,-,-,-
主板,獐子岛集团股份有限公司,"ZHANGZIDAO GROUP CO.,LTD.",辽宁省大连市长海县獐子岛镇沙包村,002069,獐子岛,2006-09-28,711112194,710216194,,,,0,0,东北,辽宁,大连市,A 农林牧渔,www.zhangzidao.com,-,-,-
主板,凯瑞德控股股份有限公司,"KAIRUIDE HOLDING CO.,LTD.",湖北省荆门市漳河新区天山路1号4幢15楼1521号房,002072,凯瑞德,2006-10-18,367680000,315259050,,,,0,0,华中,湖北,荆门市,I 信息技术,002072krd.com,-,-,-
主板,软控股份有限公司,"MESNAC  CO.,LTD",山东省青岛市高新区新业路31号远创国际蓝湾创意园B区1号楼202室,002073,软控股份,2006-10-18,969496674,941292074,,,,0,0,华东,山东,青岛市,C 制造业,www.mesnac.com,-,-,-
主板,国轩高科股份有限公司,"Gotion High-tech CO.,Ltd.",安徽省合肥市包河区花园大道566号,002074,国轩高科,2006-10-18,1778874835,1288428354,,,,0,0,华东,安徽,合肥市,C 制造业,www.gotion.com.cn,-,-,-
主板,江苏沙钢股份有限公司,"JIANGSU SHAGANG CO.,LTD.",江苏省张家港市锦丰镇沙钢大厦,002075,沙钢股份,2006-10-25,2206771772,2206768247,,,,0,0,华东,江苏,苏州市,C 制造业,www.shaganggf.com,-,-,-
主板,广东星光发展股份有限公司,"CNLIGHT CO., LTD.",广东省佛山市南海区狮山工业科技工业园A区,002076,星光股份,2006-10-25,1114624491,1036640133,,,,0,0,华南,广东,佛山市,C 制造业,www.cnlight.com,-,-,-
主板,江苏大港股份有限公司,"JIANGSU DAGANG CO.,LTD．",江苏省镇江新区大港通港路1号,002077,大港股份,2006-11-16,580348513,580348513,,,,0,0,华东,江苏,镇江市,C 制造业,www.dggf.cn,-,-,-
主板,山东太阳纸业股份有限公司,"SHANDONG SUN PAPER CO., LTD.",山东省济宁市兖州区西关大街66号,002078,太阳纸业,2006-11-16,2794684119,2764880988,,,,0,0,华东,山东,济宁市,C 制造业,www.sunpapergroup.com,-,-,-
主板,苏州固锝电子股份有限公司,"SUZHOU GOOD-ARK ELECTRONICS CO., LTD.",江苏省苏州市通安开发区通锡路31号,002079,苏州固锝,2006-11-16,807886616,798328881,,,,0,0,华东,江苏,苏州市,C 制造业,www.goodark.com,-,-,-
主板,中材科技股份有限公司,"Sinoma Science & Technology Co.,Ltd.",江苏省南京市江宁科学园彤天路99号,002080,中材科技,2006-11-20,1678123584,1678123584,,,,0,0,华东,江苏,南京市,C 制造业,www.sinomatech.com,-,-,-
主板,苏州金螳螂建筑装饰股份有限公司,"Suzhou Gold Mantis Construction Decoration Co., Ltd.",江苏省苏州工业园区民营工业区内,002081,金 螳 螂,2006-11-20,2655323689,2642346460,,,,0,0,华东,江苏,苏州市,E 建筑业,www.goldmantis.com,-,-,-
主板,万邦德医药控股集团股份有限公司,"WANBANGDE PHARMACEUTICAL HOLDING GROUP CO.,LTD.",浙江省湖州市织里镇栋梁路1688号,002082,万邦德,2006-11-20,616689055,563874644,,,,0,0,华东,浙江,湖州市,C 制造业,www.wepon.com.cn,-,-,-
主板,孚日集团股份有限公司,"SUNVIM GROUP CO., LTD",山东省潍坊高密市孚日街1号,002083,孚日股份,2006-11-24,822586100,807109718,,,,0,0,华东,山东,潍坊市,C 制造业,www.sunvim.com,-,-,-
主板,广州海鸥住宅工业股份有限公司,"GuangZhou Seagull Kitchen And Bath Products Co.,Ltd.",广东省广州市番禺区沙头街禺山西路363号,002084,海鸥住工,2006-11-24,650859649,647281700,,,,0,0,华南,广东,广州市,C 制造业,www.seagullgroup.cn,-,-,-
主板,浙江万丰奥威汽轮股份有限公司,"ZHEJIANG WANFENG AUTO WHEEL CO., LTD.",浙江省新昌县城关镇新昌工业区(后溪),002085,万丰奥威,2006-11-28,2141567428,2141567428,,,,0,0,华东,浙江,绍兴市,C 制造业,www.wfaw.com.cn,-,-,-
主板,山东东方海洋科技股份有限公司,"Shandong Oriental Ocean Sci-Tech Co., Ltd",山东省烟台市莱山区澳柯玛大街18号,002086,*ST东洋,2006-11-28,756350000,632350000,,,,0,0,华东,山东,烟台市,A 农林牧渔,www.dfhy.cc,-,-,-
主板,河南新野纺织股份有限公司,"HENNAN XINYE TEXTLE CO.,LTD.",河南省新野县城关镇书院路15号,002087,*ST新纺,2006-11-30,816794335,815400552,,,,0,0,华中,河南,南阳市,C 制造业,www.xinye-tex.com,-,-,-
主板,山东鲁阳节能材料股份有限公司,"LUYANG ENERGY-SAVING MATERIALS CO.,LTD.",山东省淄博市沂源县城沂河路11号,002088,鲁阳节能,2006-11-30,506332586,444903732,,,,0,0,华东,山东,淄博市,C 制造业,www.luyang.com,-,-,-
主板,新海宜科技集团股份有限公司,SUZHOU NEW SEA UNION TELECOM TECHNOLOGY CO.， LTD.,江苏省苏州工业园区泾茂路168号,002089,*ST新海,2006-11-30,1374669616,1186044827,,,,0,0,华东,江苏,苏州市,C 制造业,www.nsu.com.cn,-,-,-
主板,江苏金智科技股份有限公司,"Wiscom System Co., Ltd.",江苏省南京市江宁开发区将军大道100号,002090,金智科技,2006-12-08,404264936,399705377,,,,0,0,华东,江苏,南京市,C 制造业,www.wiscom.com.cn,-,-,-
主板,江苏国泰国际集团股份有限公司,JIANGSU GUOTAI INTERNATIONAL GROUP CO. LTD.,江苏省张家港市国泰时代广场11-24楼,002091,江苏国泰,2006-12-08,1627604928,1597278953,,,,0,0,华东,江苏,苏州市,F 批发零售,www.gtig.com,-,-,-
主板,新疆中泰化学股份有限公司,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD.",新疆维吾尔自治区乌鲁木齐市经济技术开发区阳澄湖路39号,002092,中泰化学,2006-12-08,2590019517,2575645092,,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.zthx.com,-,-,-
主板,国脉科技股份有限公司,"Guomai Technologies, Inc",福建省福州市马尾区江滨东大道116号,002093,国脉科技,2006-12-15,1007500000,1006866250,,,,0,0,华东,福建,福州市,I 信息技术,www.gmiot.com,-,-,-
主板,青岛金王应用化学股份有限公司,"Qingdao Kingking Applied Chemistry Co.,Ltd.",山东省青岛即墨市青岛环保产业园,002094,青岛金王,2006-12-15,690897549,690453549,,,,0,0,华东,山东,青岛市,C 制造业,www.chinakingking.com,-,-,-
主板,浙江网盛生意宝股份有限公司,"Zhejiang NetSun Co.,Ltd.",浙江省杭州市莫干山路187号易盛大厦12F,002095,生 意 宝,2006-12-15,252720000,251708415,,,,0,0,华东,浙江,杭州市,I 信息技术,corp.netsun.com,-,-,-
主板,易普力股份有限公司,"EXPLOSIVE CO.,LTD",湖南省永州市双牌县泷泊镇双北路6号,002096,易普力,2006-12-22,1240440770,371286000,,,,0,0,华中,湖南,永州市,C 制造业,www.expl.ceec.net.cn,-,-,-
主板,山河智能装备股份有限公司,"SUNWARD INTELLIGENT EQUIPMENT CO.,LTD.",湖南省长沙市星沙产业基地长龙街道凉塘东路1335号,002097,山河智能,2006-12-22,1087212465,1085226840,,,,0,0,华中,湖南,长沙市,C 制造业,www.sunward.com.cn,-,-,-
主板,福建浔兴拉链科技股份有限公司,"FUJIAN SBS ZIPPER SCIENCE&TECHNOLOGY CO.,LTD.",福建省晋江市深沪乌漏沟东工业区,002098,浔兴股份,2006-12-22,358000000,358000000,,,,0,0,华东,福建,泉州市,C 制造业,www.sbszipper.com,-,-,-
主板,浙江海翔药业股份有限公司,"Zhejiang Hisoar Pharmaceutical Co.,Ltd.",浙江省台州市椒江区外沙支路100号,002099,海翔药业,2006-12-26,1618715253,1617129003,,,,0,0,华东,浙江,台州市,C 制造业,www.hisoar.com,-,-,-
主板,天康生物股份有限公司,TECON BIOLOGY Co.LTD,新疆维吾尔自治区乌鲁木齐市高新区长春南路528号,002100,天康生物,2006-12-26,1355016150,1355016150,,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.tcsw.com.cn,-,-,-
主板,广东鸿图科技股份有限公司,"Guangdong Hongtu Technology(holdings)Co.,Ltd.",广东省肇庆市高要区金渡世纪大道168号,002101,广东鸿图,2006-12-29,528878866,528837616,,,,0,0,华南,广东,肇庆市,C 制造业,www.ght-china.com,-,-,-
主板,冠福控股股份有限公司,"Guanfu Holdings CO.,Ltd.",湖北省荆州市荆州开发区深圳大道118号,002102,冠福股份,2006-12-29,2633836290,2331104734,,,,0,0,华中,湖北,荆州市,C 制造业,www.guanfu.com,-,-,-
主板,广博集团股份有限公司,"GUANGBO GROUP STOCK CO.,LTD.",浙江省宁波市海曙区石碶街道车何,002103,广博股份,2007-01-10,534272953,377075188,,,,0,0,华东,浙江,宁波市,L 商务服务,www.guangbo.net,-,-,-
主板,恒宝股份有限公司,"HENGBAO CO.,LTD.",江苏省丹阳市横塘工业区,002104,恒宝股份,2007-01-10,700649154,592122779,,,,0,0,华东,江苏,镇江市,C 制造业,www.hengbao.com,-,-,-
主板,深圳信隆健康产业发展股份有限公司,HL CORP (SHENZHEN),广东省深圳市宝安区松岗街道办碧头第三工业区,002105,信隆健康,2007-01-12,368500000,364811975,,,,0,0,华南,广东,深圳市,C 制造业,www.hlcorp.com,-,-,-
主板,深圳莱宝高科技股份有限公司,"SHENZHEN LAIBAO HI-TECH CO., LTD.",广东省深圳市南山区西丽街道高新北二道29号,002106,莱宝高科,2007-01-12,705816160,704134658,,,,0,0,华南,广东,深圳市,C 制造业,www.laibao.com.cn,-,-,-
主板,山东沃华医药科技股份有限公司,"Shandong Wohua Pharmaceutical Co., Ltd.",山东省潍坊市高新技术产业开发区梨园街3517号,002107,沃华医药,2007-01-24,577209600,569616650,,,,0,0,华东,山东,潍坊市,C 制造业,www.wohua.cn,-,-,-
主板,沧州明珠塑料股份有限公司,"Cangzhou Mingzhu Plastic Co.,Ltd.",河北省沧州市运河区沧石路张庄子工业园区,002108,沧州明珠,2007-01-24,1672697766,1648363706,,,,0,0,华北,河北,沧州市,C 制造业,www.cz-mz.com,-,-,-
主板,陕西兴化化学股份有限公司,"SHAANXI XINGHUA CHEMISTRY CO., LTD",陕西省咸阳市兴平市东城区,002109,兴化股份,2007-01-26,1052944789,1052944789,,,,0,0,西北,陕西,咸阳市,C 制造业,www.snxhchem.com,-,-,-
主板,福建三钢闽光股份有限公司,"Sansteel MinGuang Co.,Ltd.,Fujian",福建省三明市梅列区工业中路群工三路,002110,三钢闽光,2007-01-26,2451576238,2451576238,,,,0,0,华东,福建,三明市,C 制造业,www.sgmg.com.cn,-,-,-
主板,威海广泰空港设备股份有限公司,"Weihai Guangtai Airport Equipment Co., Ltd",山东省威海市环翠区黄河街16号,002111,威海广泰,2007-01-26,534474505,475394031,,,,0,0,华东,山东,威海市,C 制造业,www.guangtai.com.cn,-,-,-
主板,三变科技股份有限公司,"SAN BIAN SCI－TECH Co.,LTD.",浙江省三门县海游镇西区大道369号,002112,三变科技,2007-02-08,262080000,262080000,,,,0,0,华东,浙江,台州市,C 制造业,www.sanbian.cn,-,-,-
主板,云南罗平锌电股份有限公司,"YUNNAN LUOPING ZINC AND ELECTRICITY Co., LTD",云南省曲靖市罗平县罗雄镇九龙大道南段,002114,罗平锌电,2007-02-15,323395267,323390823,,,,0,0,西南,云南,曲靖市,C 制造业,www.lpxdgf.cn,-,-,-
主板,三维通信股份有限公司,"SUNWAVE COMMUNICATIONS CO.,LTD.",浙江省杭州市滨江区火炬大道581号,002115,三维通信,2007-02-15,810991332,752195532,,,,0,0,华东,浙江,杭州市,L 商务服务,www.sunwave.com.cn,-,-,-
主板,中国海诚工程科技股份有限公司,"CHINA HAISUM ENGINEERING CO.,LTD.",上海市徐汇区宝庆路21号,002116,中国海诚,2007-02-15,428220696,416970609,,,,0,0,华东,上海,上海市,E 建筑业,www.haisum.com,-,-,-
主板,东港股份有限公司,TUNGKONG  INC.,山东省济南市山大北路23号,002117,东港股份,2007-03-02,545666421,545491146,,,,0,0,华东,山东,济南市,C 制造业,www.tungkong.com.cn,-,-,-
主板,宁波康强电子股份有限公司,"Ningbo Kangqiang Electronics Co., Ltd.",浙江省宁波市鄞州投资创业中心金源路988号,002119,康强电子,2007-03-02,375284000,375284000,,,,0,0,华东,浙江,宁波市,C 制造业,www.kangqiang.com,-,-,-
主板,韵达控股股份有限公司,"YUNDA Holding CO., Ltd.",浙江省慈溪市崇寿镇永清南路8号,002120,韵达股份,2007-03-06,2902263500,2815106465,,,,0,0,华东,浙江,宁波市,G 运输仓储,www.yundaex.com,-,-,-
主板,深圳市科陆电子科技股份有限公司,"SHENZHEN CLOU ELECTRONICS CO.,LTD.",广东省深圳市光明新区观光路3009号招商局光明科技园A6栋2A,002121,科陆电子,2007-03-06,1660816688,1399922404,,,,0,0,华南,广东,深圳市,C 制造业,www.szclou.com,-,-,-
主板,汇洲智能技术集团股份有限公司,"HuiZhou Intelligence Technology Group Co., Ltd",浙江省衢州市常山县天马街道大桥路18号8楼801、802、805室,002122,汇洲智能,2007-03-28,1993634626,1983170177,,,,0,0,华东,浙江,衢州市,C 制造业,www.tianma-group.com,-,-,-
主板,梦网云科技集团股份有限公司,"MONTNETS CLOUD TECHNOLOGY GROUP CO.,LTD",辽宁省鞍山市立山区光仪路2号3号楼A栋（辽宁激光产业园光通讯工业园）,002123,梦网科技,2007-03-28,805099840,685486068,,,,0,0,东北,辽宁,鞍山市,I 信息技术,www.montnets.com,-,-,-
主板,天邦食品股份有限公司,"Tech-bank Food Co.,Ltd.",浙江省宁波市余姚市城区阳光国际大厦A座1805室,002124,天邦食品,2007-04-03,1839192626,1561877272,,,,0,0,华东,浙江,宁波市,A 农林牧渔,www.tianbang.com,-,-,-
主板,湘潭电化科技股份有限公司,"XIANGTAN ELECTROCHEMICAL SCIENTIFIC CO.,LTD.",湖南省湘潭市雨湖区鹤岭镇,002125,湘潭电化,2007-04-03,629481713,629481713,,,,0,0,华中,湖南,湘潭市,C 制造业,www.chinaemd.com,-,-,-
主板,浙江银轮机械股份有限公司,"Zhejiang Yinlun Machinery Co., LTD.",浙江省天台县福溪街道始丰东路8号,002126,银轮股份,2007-04-18,802737606,754015394,,,,0,0,华东,浙江,台州市,C 制造业,www.yinlun.cn,-,-,-
主板,南极电商股份有限公司,"NanJi E-Commerce Co., LTD",江苏省苏州市吴江区盛泽镇敦煌路388号汇赢大厦8F,002127,南极电商,2007-04-18,2454870403,1994704197,,,,0,0,华东,江苏,苏州市,L 商务服务,www.nanjids.com,-,-,-
主板,内蒙古电投能源股份有限公司,INNER MONGOLIA DIAN TOU ENERGY CORPORATION LIMITED,内蒙古自治区内蒙古霍林郭勒市哲里木大街(霍矿珠斯花区),002128,电投能源,2007-04-18,2241573493,1921573493,,,,0,0,华北,内蒙古,通辽市,B 采矿业,,-,-,-
主板,TCL中环新能源科技股份有限公司,"TCL Zhonghuan Renewable Energy Technology Co.,Ltd.",天津市新技术产业园区华苑产业区(环外)海泰东路12号,002129,TCL中环,2007-04-20,4043100773,4039822551,,,,0,0,华北,天津,天津市,C 制造业,www.tjsemi.com,-,-,-
主板,深圳市沃尔核材股份有限公司,"SHENZHEN WOER HEAT-SHRINKABLE MATERIAL CO.,LTD",广东省深圳市坪山区龙田街道兰景北路沃尔工业园,002130,沃尔核材,2007-04-20,1259898562,1249149129,,,,0,0,华南,广东,深圳市,C 制造业,www.woer.com,-,-,-
主板,利欧集团股份有限公司,"LEO GROUP CO.,LTD.",浙江省温岭市滨海镇利欧路1号,002131,利欧股份,2007-04-27,6754804205,5834555384,,,,0,0,华东,浙江,台州市,I 信息技术,www.leogroup.cn,-,-,-
主板,河南恒星科技股份有限公司,"Henan  Hengxing  Science & Technology  CO.,LTD.",河南省巩义市康店镇焦湾村,002132,恒星科技,2007-04-27,1401544698,1399482156,,,,0,0,华中,河南,郑州市,C 制造业,www.hengxingchinese.com,-,-,-
主板,广宇集团股份有限公司,"Cosmos Group Co.,Ltd.",浙江省杭州市平海路8号,002133,广宇集团,2007-04-27,774144175,769870201,,,,0,0,华东,浙江,杭州市,K 房地产,www.cosmosgroup.com.cn,-,-,-
主板,天津普林电路股份有限公司,TIANJIN PRINTRONICS CIRCUIT CORPORATION,天津市空港经济区航海路53号,002134,天津普林,2007-05-16,245849768,245841143,,,,0,0,华北,天津,天津市,C 制造业,www.toppcb.com,-,-,-
主板,浙江东南网架股份有限公司,"Zhejiang Southeast Space Frame Co., Ltd.",浙江省杭州市萧山区衙前镇,002135,东南网架,2007-05-30,1165549740,1093899322,,,,0,0,华东,浙江,杭州市,C 制造业,www.dongnanwangjia.com,-,-,-
主板,安徽安纳达钛业股份有限公司,"ANHUI ANNADA TITANIUM INDUSTRY CO.,LTD.",安徽省铜陵市铜官大道南段1288号,002136,安 纳 达,2007-05-30,215020000,214266160,,,,0,0,华东,安徽,铜陵市,C 制造业,www.andty.com,-,-,-
主板,深圳市实益达科技股份有限公司,"SHENZHEN SEA STAR TECHNOLOGY CO., LTD",广东省深圳市龙岗区宝龙工业城宝龙六路实益达科技园,002137,实益达,2007-06-13,577504854,396419392,,,,0,0,华南,广东,深圳市,C 制造业,www.zg-seastar.com,-,-,-
主板,深圳顺络电子股份有限公司,"Shenzhen Sunlord Electronics Co.,Ltd.",广东省深圳市龙华区观澜街道大富苑工业区顺络观澜工业园,002138,顺络电子,2007-06-13,806318354,743133572,,,,0,0,华南,广东,深圳市,C 制造业,www.sunlordinc.com,-,-,-
主板,深圳拓邦股份有限公司,"SHENZHEN TOPBAND CO., LTD.",广东省深圳市宝安区石岩街道塘头社区科技二路拓邦工业园二期一层,002139,拓邦股份,2007-06-29,1269535372,1050356316,,,,0,0,华南,广东,深圳市,C 制造业,www.topband.com.cn,-,-,-
主板,东华工程科技股份有限公司,East China Engineering Science and Technology Co.，Ltd.,安徽省合肥市长江西路669号高新技术产业开发区内,002140,东华科技,2007-07-12,708182622,538020521,,,,0,0,华东,安徽,合肥市,E 建筑业,www.chinaecec.com,-,-,-
主板,贤丰控股股份有限公司,INFUND HOLDING CO.，LTD,广东省珠海市金湾区三灶镇三灶科技工业园,002141,贤丰控股,2007-07-20,1134656519,1134656519,,,,0,0,华南,广东,珠海市,C 制造业,www.sz002141.com,-,-,-
主板,宁波银行股份有限公司,"BANK OF NINGBO CO., LTD",浙江省宁波市鄞州区宁东路345号,002142,宁波银行,2007-07-19,6603590792,6525025310,,,,0,0,华东,浙江,宁波市,J 金融业,www.nbcb.com.cn,-,-,-
主板,宏达高科控股股份有限公司,"Hongda High-Tech Holding Co.,Ltd.",浙江省海宁市许村镇建设路118号,002144,宏达高科,2007-08-03,176762528,137899605,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.zjhongda.com.cn,-,-,-
主板,中核华原钛白股份有限公司,"CNNC HUA YUAN TITANIUM DIOXIDE CO.,LTD",甘肃省白银市白银区南环路504号,002145,中核钛白,2007-08-03,3871026315,2307286836,,,,0,0,西北,甘肃,白银市,C 制造业,www.zhtb.com,-,-,-
主板,荣盛房地产发展股份有限公司,"RiseSun Real Estate Development Co.,Ltd.",河北省廊坊市经济技术开发区祥云道81号,002146,荣盛发展,2007-08-08,4348163851,3900271351,,,,0,0,华北,河北,廊坊市,K 房地产,www.risesun.cn,-,-,-
主板,北京北纬通信科技股份有限公司,"BEIJING BEWINNER COMMUNICATIONS CO., LTD.",北京市丰台区西四环南路19号九号楼247室,002148,北纬科技,2007-08-10,558944030,451424692,,,,0,0,华北,北京,北京市,I 信息技术,www.bisp.com,-,-,-
主板,西部金属材料股份有限公司,WESTERN METAL MATERIALS CO.， LTD,陕西省西安市经开区泾渭工业园西金路西段15号,002149,西部材料,2007-08-10,488214274,488139274,,,,0,0,西北,陕西,西安市,C 制造业,www.c-wmm.com,-,-,-
主板,江苏通润装备科技股份有限公司,"JIANGSU TONGRUN EQUIPMENT TECHNOLOGY CO.,LTD.",江苏省常熟市海虞镇通港路536号,002150,通润装备,2007-08-10,356517053,354780853,,,,0,0,华东,江苏,苏州市,C 制造业,www.tongrunindustries.com,-,-,-
主板,北京北斗星通导航技术股份有限公司,"Beijing BDStar Navigation Co.,Ltd.",北京市海淀区丰贤东路7号北斗星通大厦南楼二层,002151,北斗星通,2007-08-13,544159258,408851900,,,,0,0,华北,北京,北京市,C 制造业,www.BDStar.com,-,-,-
主板,广州广电运通金融电子股份有限公司,"GRG Banking Equipment Co., Ltd.",广东省广州市高新技术产业开发区科学城科林路9、11号,002152,广电运通,2007-08-13,2483382898,2482133713,,,,0,0,华南,广东,广州市,C 制造业,www.grgbanking.com,-,-,-
主板,北京中长石基信息技术股份有限公司,"Beijing Shiji Information Technology Co., Ltd.",北京市海淀区复兴路甲65号-A11层,002153,石基信息,2007-08-13,2729193841,1599763804,,,,0,0,华北,北京,北京市,I 信息技术,www.shijigroup.cn,-,-,-
主板,报喜鸟控股股份有限公司,"BAOXINIAO HOLDING CO.,LTD.",浙江省永嘉县瓯北街道双塔路2299号,002154,报 喜 鸟,2007-08-16,1459333729,1179304578,,,,0,0,华东,浙江,温州市,C 制造业,www.baoxiniao.com.cn,-,-,-
主板,湖南黄金股份有限公司,Hunan Gold Corporation Limited,湖南省长沙经济技术开发区人民东路211号1号栋9楼,002155,湖南黄金,2007-08-16,1202039474,1201917817,,,,0,0,华中,湖南,怀化市,B 采矿业,www.hngoldcorp.com,-,-,-
主板,通富微电子股份有限公司,"TongFu Microelectronics Co.,Ltd.",江苏省南通市崇川开发区崇川路288号,002156,通富微电,2007-08-16,1516378729,1516205439,,,,0,0,华东,江苏,南通市,C 制造业,www.tfme.com,-,-,-
主板,江西正邦科技股份有限公司,"JIANGXI ZHENGBANG TECHNOLOGY CO.,LTD.",江西省南昌市高新技术开发区艾溪湖一路569号,002157,*ST 正邦,2007-08-17,3591582061,2845069756,,,,0,0,华东,江西,南昌市,A 农林牧渔,www.zhengbang.com,-,-,-
主板,上海汉钟精机股份有限公司,"SHANGHAI HANBELL PRECISE MACHINERY CO.,LTD.",上海市金山区枫泾镇建贡路108号,002158,汉钟精机,2007-08-17,534724139,533582874,,,,0,0,华东,上海,上海市,C 制造业,www.hanbell.com.cn,-,-,-
主板,武汉三特索道集团股份有限公司,"Wuhan Sante Cableways Group Co.,Ltd.",湖北省武汉市东湖新技术开发区关山一路特1号光谷软件园D1栋,002159,三特索道,2007-08-17,177301325,137878236,,,,0,0,华中,湖北,武汉市,N 公共环保,www.sante.com.cn,-,-,-
主板,江苏常铝铝业集团股份有限公司,JIANGSU ALCHA ALUMINIUM GROUP CO.， LTD.,江苏省常熟市古里镇白茆西,002160,常铝股份,2007-08-21,1032781167,793530298,,,,0,0,华东,江苏,苏州市,C 制造业,www.alcha.com,-,-,-
主板,深圳市远望谷信息技术股份有限公司,"Invengo Information Technology Co., Ltd",广东省深圳市南山区粤海街道高新南十道63号高新区联合总部大厦27、28楼,002161,远 望 谷,2007-08-21,739757400,713459304,,,,0,0,华南,广东,深圳市,C 制造业,www.invengo.cn,-,-,-
主板,上海悦心健康集团股份有限公司,"SHANGHAI  EVERJOY  HEALTH  GROUP  CO., LTD.",上海市闵行区浦江镇三鲁公路2121号,002162,悦心健康,2007-08-23,926500000,926169463,,,,0,0,华东,上海,上海市,C 制造业,www.everjoyhealth.com,-,-,-
主板,海控南海发展股份有限公司,"Hainan Development Holdings Nanhai  Co., Ltd.",广东省深圳市南山区南海大道2061号新保辉大厦17层,002163,海南发展,2007-08-23,844957867,803548875,,,,0,0,华南,广东,深圳市,E 建筑业,www.sanxinglass.com,-,-,-
主板,宁波东力股份有限公司,"Ningbo Donly Co.,LTD",浙江省宁波市江北区银海路1号,002164,宁波东力,2007-08-23,532173689,480900218,,,,0,0,华东,浙江,宁波市,C 制造业,www.donly.com.cn,-,-,-
主板,红宝丽集团股份有限公司,HONGBAOLI  GROUP  CORPORATION，LTD.,江苏省南京市高淳区经济开发区双高路29号,002165,红 宝 丽,2007-09-13,735269837,727609246,,,,0,0,华东,江苏,南京市,C 制造业,www.hongbaoli.com,-,-,-
主板,桂林莱茵生物科技股份有限公司,Guilin Layn Natural Ingredients Corp.,广西壮族自治区桂林市临桂区人民南路19号,002166,莱茵生物,2007-09-13,742082425,508107138,,,,0,0,华南,广西,桂林市,C 制造业,www.layn.com.cn,-,-,-
主板,广东东方锆业科技股份有限公司,"GUANGDONG ORIENT ZIRCONIC IND SCI & TECH CO.,LTD.",广东省汕头市澄海区盐鸿镇顶洋路北东方锆业园综合楼,002167,东方锆业,2007-09-13,774902500,737484213,,,,0,0,华南,广东,汕头市,C 制造业,www.orientzr.com,-,-,-
主板,深圳市惠程信息科技股份有限公司,"Shenzhen Hifuture Information Technology Co., Ltd.",广东省深圳市坪山新区大工业区兰景路以东、锦绣路以南惠程科技工业厂区,002168,惠程科技,2007-09-19,787103368,782322418,,,,0,0,华南,广东,深圳市,I 信息技术,www.hifuture.com,-,-,-
主板,广州智光电气股份有限公司,"GUANGZHOU ZHIGUANG ELECTRIC CO.,LTD.",广东省广州市黄埔区云埔工业区埔南路51号,002169,智光电气,2007-09-19,787791994,763761867,,,,0,0,华南,广东,广州市,C 制造业,www.gzzg.com.cn,-,-,-
主板,深圳市芭田生态工程股份有限公司,"SHENZHEN BATIAN ECOTYPIC ENGINEERING CO., LTD.",广东省深圳市南山区高新技术园学府路63号联合总部大厦30-31楼,002170,芭田股份,2007-09-19,889908627,708849120,,,,0,0,华南,广东,深圳市,C 制造业,www.batian.com.cn,-,-,-
主板,安徽楚江科技新材料股份有限公司,"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",中国(安徽)自由贸易试验区芜湖片区九华北路8号,002171,楚江新材,2007-09-21,1334533577,1299726236,,,,0,0,华东,安徽,芜湖市,C 制造业,www.ahcjxc.com,-,-,-
