板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,未盈利,具有表决权差异安排,具有协议控制架构
创业板,北京交大思诺科技股份有限公司,"Beijing Jiaoda Signal Technology Co.,Ltd.",北京市昌平区回龙观镇立业路3号院2号楼1层101,300851,交大思诺,2020-07-17,86933400,46152878,,,,0,0,华北,北京,北京市,I 信息技术,www.jd-signal.com,-,-,-
创业板,四会富仕电子科技股份有限公司,"Sihui Fuji Electronics Technology Co., Ltd.",广东省肇庆市四会市下茆镇龙湾村西鸦崀,300852,四会富仕,2020-07-13,101930760,97955864,,,,0,0,华南,广东,肇庆市,C 制造业,www.fujipcb.cn,-,-,-
创业板,杭州申昊科技股份有限公司,"Hangzhou Shenhao Technology Co.,LTD.",浙江省杭州市余杭区仓前街道长松街6号,300853,申昊科技,2020-07-24,146940856,105051616,,,,0,0,华东,浙江,杭州市,C 制造业,www.shenhaoinfo.com,-,-,-
创业板,中兰环保科技股份有限公司,"GAD Environmental Technology Co., LTD.",广东省深圳市南山区蛇口南海大道1069号联合大厦三层,300854,中兰环保,2021-09-16,100689000,45924875,,,,0,0,华南,广东,深圳市,N 公共环保,gad.net.cn,否,否,否
创业板,江苏图南合金股份有限公司,"Jiangsu ToLand Alloy Co.,Ltd",江苏省丹阳市凤林大道9号,300855,图南股份,2020-07-23,395079750,283729389,,,,0,0,华东,江苏,镇江市,C 制造业,www.toland-alloy.com,-,-,-
创业板,南京科思化学股份有限公司,"Nanjing COSMOS Chemical Co., Ltd.",江苏省南京市江宁经济技术开发区苏源大道19号,300856,科思股份,2020-07-22,169320000,162195000,,,,0,0,华东,江苏,南京市,C 制造业,www.cosmoschem.com,-,-,-
创业板,协创数据技术股份有限公司,"SHARETRONIC DATA TECHNOLOGY CO.,LTD.",广东省深圳市福田区深南大道耀华创建大厦1座12层1209号房,300857,协创数据,2020-07-27,243801046,206557782,,,,0,0,华南,广东,深圳市,C 制造业,www.sharetronic.com,-,-,-
创业板,北京科拓恒通生物技术股份有限公司,"Beijing Scitop Bio-tech Co., Ltd.",北京市怀柔区雁栖经济开发区牤牛河路31号院1号-2,300858,科拓生物,2020-07-27,263495118,191618514,,,,0,0,华北,北京,北京市,C 制造业,www.scitop.cn,-,-,-
创业板,西域旅游开发股份有限公司,"WESTERN REGIONS TOURISM DEVELOPMENT CO.,LTD.",新疆维吾尔自治区昌吉州阜康市准噶尔路229号,300859,*ST西域,2020-08-06,155000000,154999775,,,,0,0,西北,新疆,昌吉回族自治州,N 公共环保,www.xylygf.com,-,-,-
创业板,锋尚文化集团股份有限公司,"Funshine Culture Group Co.,Ltd.",北京市东城区青龙胡同1号16层1606,300860,锋尚文化,2020-08-24,137167748,41940704,,,,0,0,华北,北京,北京市,R 文化传播,www.fssjart.com,否,否,否
创业板,杨凌美畅新材料股份有限公司,"Yangling Metron New Material Co., Ltd.",陕西省杨凌示范区渭惠路东段富海工业园,300861,美畅股份,2020-08-24,480012000,219909868,,,,0,0,西北,陕西,咸阳市,C 制造业,www.ylmetron.com,否,否,否
创业板,安徽蓝盾光电子股份有限公司,"ANHUI LANDUN PHOTOELECTRON CO.,LTD",安徽省铜陵市石城路电子工业区,300862,蓝盾光电,2020-08-24,131869930,85864658,,,,0,0,华东,安徽,铜陵市,C 制造业,www.ldchina.cn,否,否,否
创业板,宁波卡倍亿电气技术股份有限公司,"Ningbo KBE Electrical Technology Co.,Ltd",浙江省宁波市宁海县桥头胡街道汶溪周工业区,300863,卡倍亿,2020-08-24,88715649,33212087,,,,0,0,华东,浙江,宁波市,C 制造业,www.nbkbe.com,否,否,否
创业板,南京大学环境规划设计研究院集团股份公司,"Academy of Environmental Planning and Design, Co.,Ltd., Nanjing University",江苏省南京市六合区科创大道9号A6栋5层,300864,南大环境,2020-08-24,155040000,38760000,,,,0,0,华东,江苏,南京市,N 公共环保,www.njuae.cn,否,否,否
创业板,成都大宏立机器股份有限公司,"CHENGDU DAHONGLI MACHINERY CO.,LTD.",四川省成都市大邑县晋原镇工业大道128号(经济开发区),300865,大宏立,2020-08-24,95680000,27551815,,,,0,0,西南,四川,成都市,C 制造业,www.dhljq.com,否,否,否
创业板,安克创新科技股份有限公司,"Anker Innovations Technology Co., Ltd",湖南省长沙高新开发区尖山路39号长沙中电软件园有限公司一期七栋7楼701室,300866,安克创新,2020-08-24,406427207,151048761,,,,0,0,华中,湖南,长沙市,C 制造业,www.anker-in.com,否,否,否
创业板,圣元环保股份有限公司,"Shengyuan Environmental Protection Co.,Ltd.",福建省厦门市湖里区湖里大道6号北方商务大厦519,300867,圣元环保,2020-08-24,271741053,153234960,,,,0,0,华东,福建,厦门市,N 公共环保,www.chinasyep.com,否,否,否
创业板,深圳市杰美特科技股份有限公司,"SHENZHEN JAME TECHNOLOGY CORP., LTD.",广东省深圳市龙华区民治街道北站社区汇德大厦1号楼4201、广东省深圳市龙华区大浪街道高峰社区华荣路172号,300868,杰美特,2020-08-24,128000000,58601163,,,,0,0,华南,广东,深圳市,C 制造业,www.jamepda.com,否,否,否
创业板,康泰医学系统（秦皇岛）股份有限公司,"CONTEC MEDICAL SYSTEMS CO., LTD.",河北省秦皇岛市经济技术开发区秦皇西大街112号,300869,康泰医学,2020-08-24,401802671,152232899,,,,0,0,华北,河北,秦皇岛市,C 制造业,www.contecmed.com.cn,否,否,否
创业板,深圳欧陆通电子股份有限公司,"SHENZHEN HONOR ELECTRONIC CO.,LTD",广东省深圳市宝安区西乡街道固戍二路星辉工业厂区厂房一、二、三（星辉科技园A、B、C栋）,300870,欧陆通,2020-08-24,101752000,39096723,,,,0,0,华南,广东,深圳市,C 制造业,www.honor-cn.com,否,否,否
创业板,武汉回盛生物科技股份有限公司,"WUHAN HVSEN BIOTECHNOLOGY CO.,LTD.",湖北省武汉市东西湖区张柏路218号,300871,回盛生物,2020-08-24,165887158,82964098,,,,0,0,华中,湖北,武汉市,C 制造业,www.whhsyy.com,否,否,否
创业板,天阳宏业科技股份有限公司,"Tansun Technology Co.,Ltd.",西藏自治区拉萨经济技术开发区林琼岗东一路7号西藏西欣商贸有限公司A座608房,300872,天阳科技,2020-08-24,404427654,256271683,,,,0,0,西南,西藏,拉萨市,I 信息技术,www.tansun.com.cn,否,否,否
创业板,江苏海晨物流股份有限公司,"Hichain Logistics Co.,Ltd.",江苏省苏州市吴江经济技术开发区泉海路111号,300873,海晨股份,2020-08-24,230601779,107493654,,,,0,0,华东,江苏,苏州市,G 运输仓储,www.hichain.com,否,否,否
创业板,天津捷强动力装备股份有限公司,"Tianjin Jieqiang Equipments Co., LTD",天津市北辰区滨湖路3号,300875,捷强装备,2020-08-24,99834751,46149080,,,,0,0,华北,天津,天津市,C 制造业,www.tjjqzb.com,否,否,否
创业板,广东蒙泰高新纤维股份有限公司,"Guangdong Modern High-Tech Fiber Co., Ltd.",广东省揭阳市揭东区城西片工业区,300876,蒙泰高新,2020-08-24,96000079,28245079,,,,0,0,华南,广东,揭阳市,C 制造业,www.gdguangdong.com,否,否,否
创业板,安徽金春无纺布股份有限公司,"AnHui Jinchun Nonwoven Co.,Ltd.",安徽省滁州市南京北路218号,300877,金春股份,2020-08-24,120000000,56798950,,,,0,0,华东,安徽,滁州市,C 制造业,www.czjinchun.com,否,否,否
创业板,浙江维康药业股份有限公司,Zhejiang Wecome Pharmaceutical Company Limited,浙江省丽水经济开发区遂松路2号,300878,维康药业,2020-08-24,144790322,39937033,,,,0,0,华东,浙江,丽水市,C 制造业,www.zjwk.com,否,否,否
创业板,宁波大叶园林设备股份有限公司,"Ningbo Daye Garden Machinery Co., Ltd.",浙江省余姚市锦凤路58号,300879,大叶股份,2020-09-01,160000000,55000000,,,,0,0,华东,浙江,宁波市,C 制造业,www.dayepower.com,否,否,否
创业板,宁波迦南智能电气股份有限公司,"Ningbo Jianan Electronics Co.,Ltd",浙江省慈溪市开源路315号,300880,迦南智能,2020-09-01,193196160,85138560,,,,0,0,华东,浙江,宁波市,C 制造业,www.nbjianan.com,否,否,否
创业板,盛德鑫泰新材料股份有限公司,"Shengtak New Materials Co., Ltd.",江苏省常州市钟楼区邹区镇邹区村周家湾,300881,盛德鑫泰,2020-09-01,110000000,29150000,,,,0,0,华东,江苏,常州市,C 制造业,www.shengdechina.com,否,否,否
创业板,浙江万胜智能科技股份有限公司,"Zhejiang Wellsun Intelligent Technology Co.,Ltd.",浙江省台州市天台县始丰街道永昌路109号,300882,万胜智能,2020-09-10,204429420,57606445,,,,0,0,华东,浙江,台州市,C 制造业,www.wellsun.com,否,否,否
创业板,龙利得智能科技股份有限公司,"LD Intelligent Technology CO., Ltd",安徽省明光市工业园区体育路150号,300883,龙利得,2020-09-10,346000000,236665850,,,,0,0,华东,安徽,滁州市,C 制造业,www.lldld.com,否,否,否
创业板,厦门狄耐克智能科技股份有限公司,"Dnake (Xiamen) Intelligent Technology Co., Ltd.",中国(福建)自由贸易试验区厦门片区海景北二路8号,300884,狄耐克,2020-11-12,252000000,141332143,,,,0,0,华东,福建,厦门市,C 制造业,www.dnake.com,否,否,否
创业板,扬州海昌新材股份有限公司,"Yangzhou Seashine New Materials Co.,Ltd.",江苏省扬州市邗江区维扬经济开发区新甘泉西路71号,300885,海昌新材,2020-09-10,250800000,90915000,,,,0,0,华东,江苏,扬州市,C 制造业,www.seashinepm.com,否,否,否
创业板,安徽华业香料股份有限公司,"Anhui Hyea Aromas Co., Limited",安徽省安庆市潜山市舒州大道42号,300886,华业香料,2020-09-16,74555000,33144150,,,,0,0,华东,安徽,安庆市,C 制造业,www.anhuihuaye.com,否,否,否
创业板,谱尼测试集团股份有限公司,"Pony Testing International Group Co., Ltd.",北京市海淀区锦带路66号院1号楼5层101,300887,谱尼测试,2020-09-16,546082499,194592801,,,,0,0,华北,北京,北京市,M 科研服务,www.ponytest.com,否,否,否
创业板,稳健医疗用品股份有限公司,"Winner Medical Co., Ltd.",广东省深圳市龙华区民治街道北站社区汇隆商务中心2号楼42层；深圳市龙华区布龙路660号稳健工业园,300888,稳健医疗,2020-09-17,594387367,187683415,,,,0,0,华南,广东,深圳市,C 制造业,www.winnermedical.com,否,否,否
创业板,深圳爱克莱特科技股份有限公司,"Shenzhen EXC-LED Technology Co.,Ltd",广东省深圳市光明区凤凰街道塘家社区科农路589号爱克股份产业园1栋101,300889,爱克股份,2020-09-16,156000000,88885875,,,,0,0,华南,广东,深圳市,C 制造业,www.exc-led.com,否,否,否
创业板,深圳市翔丰华科技股份有限公司,"Shenzhen XFH Technology Co., Ltd.",广东省深圳市龙华新区龙华街道清祥路1号宝能科技园9栋C座20楼J单元,300890,翔丰华,2020-09-17,107839341,85628858,,,,0,0,华南,广东,深圳市,C 制造业,www.xiangfenghua.com,否,否,否
创业板,广东惠云钛业股份有限公司,"Guangdong Huiyun Titanium Industry Co., Ltd.",广东省云浮市云安区六都镇,300891,惠云钛业,2020-09-17,400001318,230721318,,,,0,0,华南,广东,云浮市,C 制造业,www.gdtitanium.com,否,否,否
创业板,品渥食品股份有限公司,"Pinlive Foods Co., Ltd",上海市松江区佘山镇新宅路777弄3号,300892,品渥食品,2020-09-24,100000000,31648750,,,,0,0,华东,上海,上海市,F 批发零售,www.pinlive.com,否,否,否
创业板,浙江松原汽车安全系统股份有限公司,"Zhejiang Songyuan Automotive Safety Systems Co.,Ltd.",浙江省余姚市牟山镇运河沿路1号,300893,松原股份,2020-09-24,225600000,56760000,,,,0,0,华东,浙江,宁波市,C 制造业,www.songyuansafety.com,否,否,否
创业板,火星人厨具股份有限公司,"Marssenger Kitchenware Co., Ltd.",浙江省海宁市尖山新区新城路366号,300894,火星人,2020-12-31,408769577,140393527,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.marssenger.com,否,否,否
创业板,北京铜牛信息科技股份有限公司,"BEIJING TOPNEW INFO&TECH CO., LTD.",北京市东城区天坛东路31号铜牛信息大厦,300895,铜牛信息,2020-09-24,140800657,67038620,,,,0,0,华北,北京,北京市,I 信息技术,www.topnewinfo.cn,否,否,否
创业板,爱美客技术发展股份有限公司,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",北京市昌平区科技园区白浮泉路10号北控科技大厦4层416B室,300896,爱美客,2020-09-28,216360000,91307139,,,,0,0,华北,北京,北京市,C 制造业,www.imeik.com.cn,否,否,否
创业板,杭州山科智能科技股份有限公司,"Hangzhou Seck Intelligent Technology Co.,Ltd",浙江省杭州市滨江区西兴街道启智街89号山科智能大厦1602室,300897,山科智能,2020-09-28,68000000,29547277,,,,0,0,华东,浙江,杭州市,C 制造业,www.seck.com.cn,否,否,否
创业板,熊猫乳品集团股份有限公司,PANDA DAIRY CORPORATION,浙江省苍南县灵溪镇建兴东路650-668号,300898,熊猫乳品,2020-10-16,125165000,53181926,,,,0,0,华东,浙江,温州市,C 制造业,www.pandadairy.com,否,否,否
创业板,上海凯鑫分离技术股份有限公司,Keysino Separation Technology Inc.,中国(上海)自由贸易试验区张江路665号3层,300899,上海凯鑫,2020-10-16,63783466,31817702,,,,0,0,华东,上海,上海市,N 公共环保,www.keysino.cn,否,否,否
创业板,广联航空工业股份有限公司,"Guanglian Aviation Industry Co., Ltd.",黑龙江省哈尔滨哈南工业新城核心区哈南三路三号,300900,广联航空,2020-10-29,211757100,131788600,,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.glavi.cn,否,否,否
创业板,浙江中胤时尚股份有限公司,"ZHEJIANG ZOENN DESIGN CO., LTD.",浙江省温州市鹿城区丰叶路180号,300901,中胤时尚,2020-10-29,240000000,121668000,,,,0,0,华东,浙江,温州市,M 科研服务,www.zoenn.com,否,否,否
创业板,国安达股份有限公司,"Guoanda Co., Ltd.",福建省厦门市集美区灌口镇后山头路39号之一,300902,国安达,2020-10-29,130910176,54795750,,,,0,0,华东,福建,厦门市,C 制造业,www.gad5119.com,否,否,否
创业板,广东科翔电子科技股份有限公司,"Guangdong Kingshine Electronic Technology Co.,Ltd.",广东省惠州市大亚湾西区龙山八路9号,300903,科翔股份,2020-11-05,414694422,275282270,,,,0,0,华南,广东,惠州市,C 制造业,www.gdkxpcb.com,否,否,否
创业板,银川威力传动技术股份有限公司,"Yinchuan Weili Transmission Technology Co., Ltd.",宁夏回族自治区银川市西夏区文萃南街600号,300904,威力传动,2023-08-09,72383232,17162110,,,,0,0,西北,宁夏,银川市,C 制造业,www.weili.com,否,否,否
创业板,苏州宝丽迪材料科技股份有限公司,"Poly Plastic Masterbatch (SuZhou) CO., Ltd",江苏省苏州市相城区北桥街道徐家观路29号,300905,宝丽迪,2020-11-05,176299756,47855344,,,,0,0,华东,江苏,苏州市,C 制造业,www.ppm-sz.cn,否,否,否
创业板,江西日月明测控科技股份有限公司,"Jiangxi Everbright Measurement And Control Technology Co.,Ltd.",江西省南昌市高新技术产业开发区高新四路999号,300906,日月明,2020-11-05,80000000,32230251,,,,0,0,华东,江西,南昌市,C 制造业,www.rym.com.cn,否,否,否
创业板,康平科技（苏州）股份有限公司,"Kangping Technology (Suzhou) Co.,Ltd.",江苏省苏州相城经济开发区华元路18号,300907,康平科技,2020-11-18,96000000,36958875,,,,0,0,华东,江苏,苏州市,C 制造业,www.chinakangping.com,否,否,否
创业板,仲景食品股份有限公司,"Zhongjing Food Co., Ltd.",河南省南阳市西峡县工业大道北段211号,300908,仲景食品,2020-11-23,100000000,37902397,,,,0,0,华中,河南,南阳市,C 制造业,www.zhongjing.com.cn,否,否,否
创业板,深圳市汇创达科技股份有限公司,"SHENZHEN HUI CHUANG DA TECHNOLOGY CO., LTD.",广东省深圳市宝安区石岩街道爱群路同富裕工业区2-2栋,300909,汇创达,2020-11-18,166391145,60593436,,,,0,0,华南,广东,深圳市,C 制造业,gb.hcdtechnology.com,否,否,否
创业板,新乡市瑞丰新材料股份有限公司,"XINXIANG RICHFUL LUBE ADDITIVE CO., LTD.",河南省新乡市新乡县大召营镇（新获路北）,300910,瑞丰新材,2020-11-27,288228061,175342936,,,,0,0,华中,河南,新乡市,C 制造业,www.richful.com,否,否,否
创业板,浙江亿田智能厨电股份有限公司,"Zhejiang Entive Smart Kitchen Appliance Co., Ltd.",浙江省绍兴市嵊州市浦口街道浙锻路68号,300911,亿田智能,2020-12-03,107398200,42015490,,,,0,0,华东,浙江,绍兴市,C 制造业,www.entive.com,否,否,否
创业板,凯龙高科技股份有限公司,"Kailong High Technology Co., Ltd.",江苏省无锡惠山经济开发区钱桥配套区庙塘桥,300912,凯龙高科,2020-12-07,115022000,61592925,,,,0,0,华东,江苏,无锡市,N 公共环保,www.kailongtec.com,否,否,否
创业板,浙江兆龙互连科技股份有限公司,"ZHEJIANG ZHAOLONG INTERCONNECT TECHNOLOGY CO., LTD.",浙江省德清县新市镇士林工业区,300913,兆龙互连,2020-12-07,258169548,65175348,,,,0,0,华东,浙江,湖州市,C 制造业,www.zhaolong.com.cn,否,否,否
创业板,上海海融食品科技股份有限公司,"Shanghai Hi-Road Food Technology Co., Ltd.",上海市奉贤区金汇镇金斗路666号,300915,海融科技,2020-12-02,90000000,24826500,,,,0,0,华东,上海,上海市,C 制造业,www.hiroad.sh.cn,否,否,否
创业板,深圳朗特智能控制股份有限公司,"Shenzhen Longtech Smart Control Co., Ltd.",广东省深圳市宝安区新桥街道黄埔社区南洞东环路正风工业园厂房3栋一层至四层,300916,朗特智能,2020-12-02,144482562,41895117,,,,0,0,华南,广东,深圳市,C 制造业,www.longtech.cc,否,否,否
创业板,深圳市特发服务股份有限公司,"Shenzhen SDG Service CO., LTD.",广东省深圳市福田区香蜜湖街道侨香路1010号特发文创广场五楼,300917,特发服务,2020-12-21,169000000,86612500,,,,0,0,华南,广东,深圳市,K 房地产,www.tefafuwu.com,否,否,否
创业板,山东南山智尚科技股份有限公司,"SHANDONG NANSHAN FASHION SCI-TECH CO.,LTD",山东省烟台市龙口市东江镇南山工业园,300918,南山智尚,2020-12-22,360000000,108425850,,,,0,0,华东,山东,烟台市,C 制造业,www.nanshanchina.com,否,否,否
创业板,中伟新材料股份有限公司,"CNGR Advanced Material Co.,Ltd.",贵州省铜仁市大龙经济开发区2号干道与1号干道交汇处,300919,中伟股份,2020-12-23,670633576,287485820,,,,0,0,西南,贵州,铜仁市,C 制造业,www.cngrgf.com.cn,否,否,否
创业板,浙江润阳新材料科技股份有限公司,"Zhejiang Runyang New Material Technology Co., Ltd.",浙江省湖州市长兴县李家巷镇长兴大道9号,300920,润阳科技,2020-12-25,100000000,49824367,,,,0,0,华东,浙江,湖州市,C 制造业,www.zj-runyang.com,否,否,否
创业板,南凌科技股份有限公司,NOVA Technology Corporation Limited,广东省深圳市福田区深南大道1006号深圳国际创新中心A栋16层,300921,南凌科技,2020-12-22,131557770,61541370,,,,0,0,华南,广东,深圳市,I 信息技术,www.nova.net.cn,否,否,否
创业板,秦皇岛天秦装备制造股份有限公司,"Qinhuangdao Tianqin Equipment Manufacturing Co.,Ltd.",河北省秦皇岛市经济技术开发区雪山路5号,300922,天秦装备,2020-12-25,156811200,87436087,,,,0,0,华北,河北,秦皇岛市,C 制造业,www.tianqin.net.cn,否,否,否
创业板,研奥电气股份有限公司,"Yeal Electric Co. ,Ltd",吉林省长春市绿园经济开发区中研路1999号,300923,研奥股份,2020-12-24,78600000,34826000,,,,0,0,东北,吉林,长春市,C 制造业,www.yeal.cc,否,否,否
创业板,深圳市法本信息技术股份有限公司,"Shenzhen Farben Information Technology Co.,Ltd.",广东省深圳市南山区西丽街道松坪山社区高新北六道15号威大科技园B座1层-6层,300925,法本信息,2020-12-30,374797557,200246413,,,,0,0,华南,广东,深圳市,I 信息技术,www.farben.com.cn,否,否,否
创业板,江苏博俊工业科技股份有限公司,"Jiangsu Bojun Industrial Technology Co., Ltd",江苏省昆山开发区龙江路88号,300926,博俊科技,2021-01-07,278829540,70260120,,,,0,0,华东,江苏,苏州市,C 制造业,www.sh-bojun.com,否,否,否
创业板,南通江天化学股份有限公司,"Nantong JiangTian Chemical Co., Ltd.",江苏省南通经济技术开发区中央路16号,300927,江天化学,2021-01-07,144360000,86681824,,,,0,0,华东,江苏,南通市,C 制造业,www.ntjtc.com,否,否,否
创业板,华安鑫创控股（北京）股份有限公司,"HAXC Holdings (Beijing) Co., Ltd.",北京市北京经济技术开发区科创十三街18号院5号楼3层0304A室,300928,华安鑫创,2021-01-06,80000000,44049952,,,,0,0,华北,北京,北京市,M 科研服务,www.haxc.com.cn,否,否,否
创业板,安徽华骐环保科技股份有限公司,"Anhui Huaqi Environmental Protection & Technology Co., Ltd.",安徽省马鞍山经济技术开发区梅山路409号,300929,华骐环保,2021-01-20,132132956,95400300,,,,0,0,华东,安徽,马鞍山市,N 公共环保,www.hqhb.com,否,否,否
创业板,杭州屹通新材料股份有限公司,"Hangzhou Yitong New Materials Co.,Ltd.",浙江省杭州市建德市大慈岩镇檀村村,300930,屹通新材,2021-01-21,100000000,29500000,,,,0,0,华东,浙江,杭州市,C 制造业,www.hzytxc.com,否,否,否
创业板,通用电梯股份有限公司,"General Elevator Co., Ltd",江苏省苏州市吴江区七都镇港东开发区,300931,通用电梯,2021-01-21,240146000,105859750,,,,0,0,华东,江苏,苏州市,C 制造业,www.sge-elevator.com,否,否,否
创业板,三友联众集团股份有限公司,Sanyou Corporation Limited,广东省东莞市塘厦镇莆心湖中心二路27号,300932,三友联众,2021-01-22,175881318,90692340,,,,0,0,华南,广东,东莞市,C 制造业,www.sanyourelay.com,否,否,否
创业板,中辰电缆股份有限公司,"SINOSTAR CABLE CO., LTD.",江苏省宜兴环科园氿南路8号,300933,中辰股份,2021-01-22,458508513,234758513,,,,0,0,华东,江苏,无锡市,C 制造业,www.zcdl.com,否,否,否
创业板,北京盈建科软件股份有限公司,"Beijing YJK Building Software Co.,Ltd.",北京市海淀区花园东路11号泰兴大厦四层413室,300935,盈建科,2021-01-20,79430680,39870464,,,,0,0,华北,北京,北京市,I 信息技术,www.yjk.cn,否,否,否
创业板,常州中英科技股份有限公司,"Changzhou Zhongying Science & Technology Co., Ltd.",江苏省常州市钟楼区正强路28号,300936,中英科技,2021-01-26,75200000,26558750,,,,0,0,华东,江苏,常州市,C 制造业,www.czzyst.cn,否,否,否
创业板,四川合纵药易购医药股份有限公司,"SICHUAN HZ-YEG MEDICAL Co.,Ltd",四川省成都市金牛区友联一街18号13层,300937,药易购,2021-01-27,95666682,41202232,,,,0,0,西南,四川,成都市,F 批发零售,www.hezongyy.com,否,否,否
创业板,深圳信测标准技术服务股份有限公司,"EMTEK (Shenzhen) Co., Ltd.",广东省深圳市南山区马家龙工业区69栋,300938,信测标准,2021-01-27,113790200,52704309,,,,0,0,华南,广东,深圳市,M 科研服务,www.emtek.com.cn,否,否,否
创业板,深圳秋田微电子股份有限公司,"Shenzhen AV-Display Co., Ltd.",广东省深圳市龙岗区园山街道荷坳金源路39号,300939,秋田微,2021-01-28,120000000,65892000,,,,0,0,华南,广东,深圳市,C 制造业,www.av-display.com.cn,否,否,否
创业板,深圳市南极光电子科技股份有限公司,"SHEN ZHEN AUSTRALIS ELECTRONIC TECHNOLOGY CO.,LTD.",广东省深圳市宝安区松岗街道潭头社区潭头石场房屋一101,300940,南极光,2021-02-03,190127513,75775379,,,,0,0,华南,广东,深圳市,C 制造业,www.cnnjg.com,否,否,否
创业板,福建创识科技股份有限公司,"Chase Science Co.,Ltd",福建省福州开发区科技园区快安大道创新楼二层,300941,创识科技,2021-02-09,204750000,85205250,,,,0,0,华东,福建,福州市,I 信息技术,www.echase.cn,否,否,否
创业板,深圳市易瑞生物技术股份有限公司,"Shenzhen Bioeasy Biotechnology Co., Ltd.",广东省深圳市宝安区新安街道兴东社区留仙一路易瑞生物大厦101（整栋）,300942,易瑞生物,2021-02-09,400860000,109207424,,,,0,0,华南,广东,深圳市,C 制造业,www.bioeasy.com,否,否,否
创业板,浙江春晖智能控制股份有限公司,"Zhejiang Chunhui Intelligent Control Co.,Ltd.",浙江省上虞市经济开发区,300943,春晖智控,2021-02-10,203820000,100830846,,,,0,0,华东,浙江,绍兴市,C 制造业,www.chunhuizk.com,否,否,否
创业板,曼卡龙珠宝股份有限公司,"MCLON JEWELLERY Co.,LTD.",浙江省杭州市萧山区萧山经济技术开发区启迪路198号A-B102-473室,300945,曼卡龙,2021-02-10,261746864,76661627,,,,0,0,华东,浙江,杭州市,F 批发零售,www.mclon.com.cn,否,否,否
创业板,福建恒而达新材料股份有限公司,"Hengerda New Materials (Fujian) Co., Ltd.",福建省莆田市荔城区新度镇厝柄工业区,300946,恒而达,2021-02-08,120006000,34146000,,,,0,0,华东,福建,莆田市,C 制造业,www.hengerda.com,否,否,否
创业板,上海德必文化创意产业发展（集团）股份有限公司,Shanghai DOBE Cultural & Creative Industry Development (Group) Co. Ltd.,上海市长宁区安化路492号1幢707室,300947,德必集团,2021-02-10,153603596,95293756,,,,0,0,华东,上海,上海市,L 商务服务,www.dobechina.com,否,否,否
创业板,青岛冠中生态股份有限公司,"QINGDAO GREENSUM ECOLOGY CO., LTD.",山东省青岛市崂山区游云路6号,300948,冠中生态,2021-02-25,140010000,69660000,,,,0,0,华东,山东,青岛市,N 公共环保,www.greensum.com.cn,否,否,否
创业板,深圳奥雅设计股份有限公司,SHENZHEN L&A DESIGN HOLDING LIMITED,广东省深圳市南山区招商街道水湾社区蛇口兴华路南海意库5栋302B、303、304,300949,奥雅股份,2021-02-26,60000000,17004750,,,,0,0,华南,广东,深圳市,M 科研服务,www.aoya-hk.com,否,否,否
创业板,青岛德固特节能装备股份有限公司,"Doright Co.,Ltd.",山东省青岛胶州市尚德大道17号,300950,德固特,2021-03-03,150000000,60000000,,,,0,0,华东,山东,青岛市,C 制造业,www.doright.biz,否,否,否
创业板,深圳市博硕科技股份有限公司,"SHENZHEN BSC TECHNOLOGY CO.,LTD.",广东省深圳市龙岗区宝龙街道同乐社区水田路26号,300951,博硕科技,2021-02-26,120672000,57000000,,,,0,0,华南,广东,深圳市,C 制造业,www.bsc-sz.com,否,否,否
创业板,江苏恒辉安防股份有限公司,"Jiangsu Hanvo Safety Product Co., Ltd.",江苏省如东经济开发区工业新区黄山路西侧,300952,恒辉安防,2021-03-11,145574507,44852653,,,,0,0,华东,江苏,南通市,C 制造业,www.hhglove.com,否,否,否
创业板,宁波震裕科技股份有限公司,"Ningbo Zhenyu Technology Co., Ltd.",浙江省宁波市宁海县西店镇,300953,震裕科技,2021-03-18,102782850,45580000,,,,0,0,华东,浙江,宁波市,C 制造业,www.zhenyumould.com,否,否,否
创业板,嘉亨家化股份有限公司,"Jahen Household Products Co., Ltd.",福建省泉州市鲤城区江南火炬工业区,300955,嘉亨家化,2021-03-24,100800000,44861788,,,,0,0,华东,福建,泉州市,C 制造业,www.jahenjh.com,否,否,否
创业板,安徽英力电子科技股份有限公司,Anhui Shiny Electronic Technology Company Limited,安徽省六安市舒城县杭埠经济开发区,300956,英力股份,2021-03-26,132000792,57004774,,,,0,0,华东,安徽,六安市,C 制造业,www.yinglidianzi.com,否,否,否
创业板,云南贝泰妮生物科技集团股份有限公司,"Yunnan Botanee Bio-technology Group Co.,Ltd.",云南省昆明市高新区科医路53号,300957,贝泰妮,2021-03-25,423600000,217393711,,,,0,0,西南,云南,昆明市,C 制造业,www.botanee.com.cn,否,否,否
创业板,北京建工环境修复股份有限公司,"BCEG Environmental Remediation Co., Ltd.",北京市朝阳区京顺东街6号院16号楼3层301,300958,建工修复,2021-03-29,142656479,76968952,,,,0,0,华北,北京,北京市,N 公共环保,bceer.bcegc.com,否,否,否
